token_name,default_value,source_file,tier,source_tier,formula,namespace,category,concept,property,component,element,variant,state,scale,mode,collisions,line,disposition,unmatched_segments
$system-typeface-tokens-roboto-mono-src-dir,"""roboto-mono""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category,system,typeface,,,,,,,,,,5,design-token,tokens roboto mono src dir
$system-typeface-tokens-roboto-mono-src-roman-100,"""roboto-mono-v5-latin-100""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,100,,,5,design-token,tokens roboto mono src roman
$system-typeface-tokens-roboto-mono-src-roman-200,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,200,,,5,design-token,tokens roboto mono src roman
$system-typeface-tokens-roboto-mono-src-roman-300,"""roboto-mono-v5-latin-300""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,300,,,5,design-token,tokens roboto mono src roman
$system-typeface-tokens-roboto-mono-src-roman-400,"""roboto-mono-v5-latin-regular""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,400,,,5,design-token,tokens roboto mono src roman
$system-typeface-tokens-roboto-mono-src-roman-500,"""roboto-mono-v5-latin-500""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,500,,,5,design-token,tokens roboto mono src roman
$system-typeface-tokens-roboto-mono-src-roman-600,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,600,,,5,design-token,tokens roboto mono src roman
$system-typeface-tokens-roboto-mono-src-roman-700,"""roboto-mono-v5-latin-700""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,700,,,5,design-token,tokens roboto mono src roman
$system-typeface-tokens-roboto-mono-src-roman-800,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,800,,,5,design-token,tokens roboto mono src roman
$system-typeface-tokens-roboto-mono-src-roman-900,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,900,,,5,design-token,tokens roboto mono src roman
$system-typeface-tokens-roboto-mono-src-italic-100,"""roboto-mono-v5-latin-100italic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,100,,,5,design-token,tokens roboto mono src italic
$system-typeface-tokens-roboto-mono-src-italic-200,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,200,,,5,design-token,tokens roboto mono src italic
$system-typeface-tokens-roboto-mono-src-italic-300,"""roboto-mono-v5-latin-300italic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,300,,,5,design-token,tokens roboto mono src italic
$system-typeface-tokens-roboto-mono-src-italic-400,"""roboto-mono-v5-latin-italic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,400,,,5,design-token,tokens roboto mono src italic
$system-typeface-tokens-roboto-mono-src-italic-500,"""roboto-mono-v5-latin-500italic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,500,,,5,design-token,tokens roboto mono src italic
$system-typeface-tokens-roboto-mono-src-italic-600,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,600,,,5,design-token,tokens roboto mono src italic
$system-typeface-tokens-roboto-mono-src-italic-700,"""roboto-mono-v5-latin-700italic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,700,,,5,design-token,tokens roboto mono src italic
$system-typeface-tokens-roboto-mono-src-italic-800,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,800,,,5,design-token,tokens roboto mono src italic
$system-typeface-tokens-roboto-mono-src-italic-900,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,900,,,5,design-token,tokens roboto mono src italic
$system-typeface-tokens-source-sans-pro-display-name,"""Source Sans Pro Web""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.component.category,system,typeface,,,display,,,,,,display:component/property,5,design-token,tokens source sans pro name
$system-typeface-tokens-source-sans-pro-cap-height,340px,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.property,system,typeface,,height,,,,,,,,5,design-token,tokens source sans pro cap
$system-typeface-tokens-source-sans-pro-stack,$font-stack-helvetica,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category,system,typeface,,,,,,,,,,5,design-token,tokens source sans pro stack
$system-typeface-tokens-source-sans-pro-src-dir,"""source-sans-pro""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category,system,typeface,,,,,,,,,,5,design-token,tokens source sans pro src dir
$system-typeface-tokens-source-sans-pro-src-roman-100,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,100,,,5,design-token,tokens source sans pro src roman
$system-typeface-tokens-source-sans-pro-src-roman-200,"""sourcesanspro-extralight-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,200,,,5,design-token,tokens source sans pro src roman
$system-typeface-tokens-source-sans-pro-src-roman-300,"""sourcesanspro-light-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,300,,,5,design-token,tokens source sans pro src roman
$system-typeface-tokens-source-sans-pro-src-roman-400,"""sourcesanspro-regular-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,400,,,5,design-token,tokens source sans pro src roman
$system-typeface-tokens-source-sans-pro-src-roman-500,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,500,,,5,design-token,tokens source sans pro src roman
$system-typeface-tokens-source-sans-pro-src-roman-600,"""sourcesanspro-semibold-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,600,,,5,design-token,tokens source sans pro src roman
$system-typeface-tokens-source-sans-pro-src-roman-700,"""sourcesanspro-bold-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,700,,,5,design-token,tokens source sans pro src roman
$system-typeface-tokens-source-sans-pro-src-roman-800,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,800,,,5,design-token,tokens source sans pro src roman
$system-typeface-tokens-source-sans-pro-src-roman-900,"""sourcesanspro-black-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,900,,,5,design-token,tokens source sans pro src roman
$system-typeface-tokens-source-sans-pro-src-italic-100,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,100,,,5,design-token,tokens source sans pro src italic
$system-typeface-tokens-source-sans-pro-src-italic-200,"""sourcesanspro-extralightitalic-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,200,,,5,design-token,tokens source sans pro src italic
$system-typeface-tokens-source-sans-pro-src-italic-300,"""sourcesanspro-lightitalic-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,300,,,5,design-token,tokens source sans pro src italic
$system-typeface-tokens-source-sans-pro-src-italic-400,"""sourcesanspro-italic-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,400,,,5,design-token,tokens source sans pro src italic
$system-typeface-tokens-source-sans-pro-src-italic-500,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,500,,,5,design-token,tokens source sans pro src italic
$system-typeface-tokens-source-sans-pro-src-italic-600,"""sourcesanspro-semibolditalic-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,600,,,5,design-token,tokens source sans pro src italic
$system-typeface-tokens-source-sans-pro-src-italic-700,"""sourcesanspro-bolditalic-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,700,,,5,design-token,tokens source sans pro src italic
$system-typeface-tokens-source-sans-pro-src-italic-800,false,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,800,,,5,design-token,tokens source sans pro src italic
$system-typeface-tokens-source-sans-pro-src-italic-900,"""sourcesanspro-blackitalic-webfont""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,900,,,5,design-token,tokens source sans pro src italic
$system-typeface-tokens-public-sans-display-name,"""Public Sans Web""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.component.category,system,typeface,,,display,,,,,,display:component/property,5,design-token,tokens public sans name
$system-typeface-tokens-public-sans-cap-height,362px,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.property,system,typeface,,height,,,,,,,,5,design-token,tokens public sans cap
$system-typeface-tokens-public-sans-stack,$font-stack-system,packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category,system,typeface,,,,,,,,,,5,design-token,tokens public sans stack
$system-typeface-tokens-public-sans-src-dir,"""public-sans""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category,system,typeface,,,,,,,,,,5,design-token,tokens public sans src dir
$system-typeface-tokens-public-sans-src-roman-100,"""PublicSans-Thin""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,100,,,5,design-token,tokens public sans src roman
$system-typeface-tokens-public-sans-src-roman-200,"""PublicSans-ExtraLight""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,200,,,5,design-token,tokens public sans src roman
$system-typeface-tokens-public-sans-src-roman-300,"""PublicSans-Light""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,300,,,5,design-token,tokens public sans src roman
$system-typeface-tokens-public-sans-src-roman-400,"""PublicSans-Regular""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,400,,,5,design-token,tokens public sans src roman
$system-typeface-tokens-public-sans-src-roman-500,"""PublicSans-Medium""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,500,,,5,design-token,tokens public sans src roman
$system-typeface-tokens-public-sans-src-roman-600,"""PublicSans-SemiBold""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,600,,,5,design-token,tokens public sans src roman
$system-typeface-tokens-public-sans-src-roman-700,"""PublicSans-Bold""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,700,,,5,design-token,tokens public sans src roman
$system-typeface-tokens-public-sans-src-roman-800,"""PublicSans-ExtraBold""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,800,,,5,design-token,tokens public sans src roman
$system-typeface-tokens-public-sans-src-roman-900,"""PublicSans-Black""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,900,,,5,design-token,tokens public sans src roman
$system-typeface-tokens-public-sans-src-italic-100,"""PublicSans-ThinItalic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,100,,,5,design-token,tokens public sans src italic
$system-typeface-tokens-public-sans-src-italic-200,"""PublicSans-ExtraLightItalic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,200,,,5,design-token,tokens public sans src italic
$system-typeface-tokens-public-sans-src-italic-300,"""PublicSans-LightItalic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,300,,,5,design-token,tokens public sans src italic
$system-typeface-tokens-public-sans-src-italic-400,"""PublicSans-Italic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,400,,,5,design-token,tokens public sans src italic
$system-typeface-tokens-public-sans-src-italic-500,"""PublicSans-MediumItalic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,500,,,5,design-token,tokens public sans src italic
$system-typeface-tokens-public-sans-src-italic-600,"""PublicSans-SemiBoldItalic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,600,,,5,design-token,tokens public sans src italic
$system-typeface-tokens-public-sans-src-italic-700,"""PublicSans-BoldItalic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,700,,,5,design-token,tokens public sans src italic
$system-typeface-tokens-public-sans-src-italic-800,"""PublicSans-ExtraBoldItalic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,800,,,5,design-token,tokens public sans src italic
$system-typeface-tokens-public-sans-src-italic-900,"""PublicSans-BlackItalic""",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,namespace.category.scale,system,typeface,,,,,,,900,,,5,design-token,tokens public sans src italic
$all-typeface-tokens,"map.merge( $system-typeface-tokens, settings.$theme-typeface-tokens )",packages/uswds-core/src/styles/tokens/font/typefaces.scss,system,system,category,,typeface,,,,,,,,,,161,design-token,all tokens
$system-breakpoints,"general.map-collect( map.get(spacing.$system-spacing, ""large""), map.get(spacing.$system-spacing, ""larger""), map.get(spacing.$system-spacing, ""largest"") )",packages/uswds-core/src/styles/tokens/units/breakpoints.scss,system,system,namespace,system,,,,,,,,,,,5,design-token,breakpoints
$system-column-gaps,"( 0: 0, ""2px"": 2px, ""05"": ""05"", 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, )",packages/uswds-core/src/styles/tokens/units/column-gaps.scss,system,system,namespace.category,system,column,,,,,,,,,,1,design-token|map-container,gaps
$system-column-gaps-0,0,packages/uswds-core/src/styles/tokens/units/column-gaps.scss,system,system,namespace.category.scale,system,column,,,,,,,0,,,1,design-token,gaps
$system-column-gaps-2px,2px,packages/uswds-core/src/styles/tokens/units/column-gaps.scss,system,system,namespace.category.scale,system,column,,,,,,,2px,,,1,design-token,gaps
$system-column-gaps-05,"""05""",packages/uswds-core/src/styles/tokens/units/column-gaps.scss,system,system,namespace.category.scale,system,column,,,,,,,05,,,1,design-token,gaps
$system-column-gaps-1,1,packages/uswds-core/src/styles/tokens/units/column-gaps.scss,system,system,namespace.category.scale,system,column,,,,,,,1,,,1,design-token,gaps
$system-column-gaps-2,2,packages/uswds-core/src/styles/tokens/units/column-gaps.scss,system,system,namespace.category.scale,system,column,,,,,,,2,,,1,design-token,gaps
$system-column-gaps-3,3,packages/uswds-core/src/styles/tokens/units/column-gaps.scss,system,system,namespace.category.scale,system,column,,,,,,,3,,,1,design-token,gaps
$system-column-gaps-4,4,packages/uswds-core/src/styles/tokens/units/column-gaps.scss,system,system,namespace.category.scale,system,column,,,,,,,4,,,1,design-token,gaps
$system-column-gaps-5,5,packages/uswds-core/src/styles/tokens/units/column-gaps.scss,system,system,namespace.category.scale,system,column,,,,,,,5,,,1,design-token,gaps
$system-column-gaps-6,6,packages/uswds-core/src/styles/tokens/units/column-gaps.scss,system,system,namespace.category.scale,system,column,,,,,,,6,,,1,design-token,gaps
$system-spacing-grid-base,8px,packages/uswds-core/src/styles/tokens/units/grid-base.scss,system,system,namespace.category.concept,system,spacing,base,,,,,,,,,1,design-token,grid
$system-input-widths,"( ""2xs"": 5ex, ""xs"": 9ex, ""sm"": 13ex, ""small"": 13ex, ""md"": 20ex, ""medium"": 20ex, ""lg"": 30ex, ""xl"": 40ex, ""2xl"": 50ex, )",packages/uswds-core/src/styles/tokens/units/input-widths.scss,system,system,namespace.component,system,,,,input,,,,,,,1,design-token|map-container,widths
$system-input-widths-2xs,5ex,packages/uswds-core/src/styles/tokens/units/input-widths.scss,system,system,namespace.component.scale,system,,,,input,,,,2xs,,,1,design-token,widths
$system-input-widths-xs,9ex,packages/uswds-core/src/styles/tokens/units/input-widths.scss,system,system,namespace.component.variant,system,,,,input,,xs,,,,,1,design-token,widths
$system-input-widths-sm,13ex,packages/uswds-core/src/styles/tokens/units/input-widths.scss,system,system,namespace.component.variant,system,,,,input,,sm,,,,,1,design-token,widths
$system-input-widths-small,13ex,packages/uswds-core/src/styles/tokens/units/input-widths.scss,system,system,namespace.component.variant,system,,,,input,,small,,,,,1,design-token,widths
$system-input-widths-md,20ex,packages/uswds-core/src/styles/tokens/units/input-widths.scss,system,system,namespace.component.variant,system,,,,input,,md,,,,,1,design-token,widths
$system-input-widths-medium,20ex,packages/uswds-core/src/styles/tokens/units/input-widths.scss,system,system,namespace.component.variant,system,,,,input,,medium,,,,,1,design-token,widths
$system-input-widths-lg,30ex,packages/uswds-core/src/styles/tokens/units/input-widths.scss,system,system,namespace.component.variant,system,,,,input,,lg,,,,,1,design-token,widths
$system-input-widths-xl,40ex,packages/uswds-core/src/styles/tokens/units/input-widths.scss,system,system,namespace.component.variant,system,,,,input,,xl,,,,,1,design-token,widths
$system-input-widths-2xl,50ex,packages/uswds-core/src/styles/tokens/units/input-widths.scss,system,system,namespace.component.scale,system,,,,input,,,,2xl,,,1,design-token,widths
$system-layout-grid-widths,"( 1: 100% * math.div(1, 12), 2: 100% * math.div(2, 12), 3: 100% * math.div(3, 12), 4: 100% * math.div(4, 12), 5: 100% * math.div(5, 12), 6: 100% * math.div(6, 12), 7: 100% * math.div(7, 12), 8: 100% * math.div(8, 12), 9: 100% * math.div(9, 12), 10: 100% * math.div(10, 12), 11: 100% * math.div(11, 12), 12: 100% * math.div(12, 12), )",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component,system,,,,layout-grid,,,,,,,3,design-token|map-container,widths
$system-layout-grid-widths-1,"100% * math.div(1, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,1,,,3,design-token,widths
$system-layout-grid-widths-2,"100% * math.div(2, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,2,,,3,design-token,widths
$system-layout-grid-widths-3,"100% * math.div(3, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,3,,,3,design-token,widths
$system-layout-grid-widths-4,"100% * math.div(4, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,4,,,3,design-token,widths
$system-layout-grid-widths-5,"100% * math.div(5, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,5,,,3,design-token,widths
$system-layout-grid-widths-6,"100% * math.div(6, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,6,,,3,design-token,widths
$system-layout-grid-widths-7,"100% * math.div(7, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,7,,,3,design-token,widths
$system-layout-grid-widths-8,"100% * math.div(8, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,8,,,3,design-token,widths
$system-layout-grid-widths-9,"100% * math.div(9, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,9,,,3,design-token,widths
$system-layout-grid-widths-10,"100% * math.div(10, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,10,,,3,design-token,widths
$system-layout-grid-widths-11,"100% * math.div(11, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,11,,,3,design-token,widths
$system-layout-grid-widths-12,"100% * math.div(12, 12)",packages/uswds-core/src/styles/tokens/units/layout-grid-widths.scss,system,system,namespace.component.scale,system,,,,layout-grid,,,,12,,,3,design-token,widths
$neg-prefix,"""neg""",packages/uswds-core/src/styles/tokens/units/neg-prefix.scss,system,system,,,,,,,,,,,,,1,design-token,neg prefix
$system-spacing-em,"( small: ( ""05em"": 0.5em, 1em: 1em, 105em: 1.5em, 2em: 2em, ), )",packages/uswds-core/src/styles/tokens/units/spacing-em.scss,system,system,namespace.category,system,spacing,,,,,,,,,,1,design-token|map-container,em
$system-spacing-em-small-05em,0.5em,packages/uswds-core/src/styles/tokens/units/spacing-em.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,05em,,,1,design-token,em
$system-spacing-em-small-1em,1em,packages/uswds-core/src/styles/tokens/units/spacing-em.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,1em,,,1,design-token,em
$system-spacing-em-small-105em,1.5em,packages/uswds-core/src/styles/tokens/units/spacing-em.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,105em,,,1,design-token,em
$system-spacing-em-small-2em,2em,packages/uswds-core/src/styles/tokens/units/spacing-em.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,2em,,,1,design-token,em
$system-spacing,"( ""smaller"": ( ""1px"": 1px, ""2px"": 2px, ), ""small"": ( ""05"": spacing-multiple(0.5), 1: spacing-multiple(1), ""105"": spacing-multiple(1.5), 2: spacing-multiple(2), ""205"": spacing-multiple(2.5), 3: spacing-multiple(3), ), ""smaller-negative"": ( ""#{$neg-prefix}-1px"": -1px, ""#{$neg-prefix}-2px"": -2px, ), ""small-negative"": ( ""#{$neg-prefix}-05"": spacing-multiple(-0.5), ""#{$neg-prefix}-1"": spacing-multiple(-1), ""#{$neg-prefix}-105"": spacing-multiple(-1.5), ""#{$neg-prefix}-2"": spacing-multiple(-2), ""#{$neg-prefix}-205"": spacing-multiple(-2.5), ""#{$neg-prefix}-3"": spacing-multiple(-3), ), ""medium"": ( 4: spacing-multiple(4), 5: spacing-multiple(5), 6: spacing-multiple(6), 7: spacing-multiple(7), 8: spacing-multiple(8), 9: spacing-multiple(9), 10: spacing-multiple(10), 15: spacing-multiple(15), ), ""medium-negative"": ( ""#{$neg-prefix}-4"": spacing-multiple(-4), ""#{$neg-prefix}-5"": spacing-multiple(-5), ""#{$neg-prefix}-6"": spacing-multiple(-6), ""#{$neg-prefix}-7"": spacing-multiple(-7), ""#{$neg-prefix}-8"": spacing-multiple(-8), ""#{$neg-prefix}-9"": spacing-multiple(-9), ""#{$neg-prefix}-10"": spacing-multiple(-10), ""#{$neg-prefix}-15"": spacing-multiple(-15), ), ""large"": ( ""card"": spacing-multiple(20), ""card-lg"": spacing-multiple(30), ""mobile"": spacing-multiple(40), ), ""larger"": ( ""mobile-lg"": spacing-multiple(60), ""tablet"": spacing-multiple(80), ""tablet-lg"": spacing-multiple(110), ), ""largest"": ( ""desktop"": spacing-multiple(128), ""desktop-lg"": spacing-multiple(150), ""widescreen"": spacing-multiple(175), ), ""special"": ( 0: spacing-multiple(0), ""auto"": auto, ""none"": none, ), )",packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category,system,spacing,,,,,,,,,,4,design-token|map-container,
$system-spacing-smaller-1px,1px,packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.scale,system,spacing,,,,,,,1px,,,4,design-token,smaller
$system-spacing-smaller-2px,2px,packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.scale,system,spacing,,,,,,,2px,,,4,design-token,smaller
$system-spacing-small-05,spacing-multiple(0.5),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,05,,,4,design-token,
$system-spacing-small-1,spacing-multiple(1),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,1,,,4,design-token,
$system-spacing-small-105,spacing-multiple(1.5),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,105,,,4,design-token,
$system-spacing-small-2,spacing-multiple(2),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,2,,,4,design-token,
$system-spacing-small-205,spacing-multiple(2.5),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,205,,,4,design-token,
$system-spacing-small-3,spacing-multiple(3),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,3,,,4,design-token,
$system-spacing-smaller-negative-#{$neg-prefix}-1px,-1px,packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.scale,system,spacing,,,,,,,1px,,,4,design-token,smaller negative #{$neg prefix}
$system-spacing-smaller-negative-#{$neg-prefix}-2px,-2px,packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.scale,system,spacing,,,,,,,2px,,,4,design-token,smaller negative #{$neg prefix}
$system-spacing-small-negative-#{$neg-prefix}-05,spacing-multiple(-0.5),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,05,,,4,design-token,negative #{$neg prefix}
$system-spacing-small-negative-#{$neg-prefix}-1,spacing-multiple(-1),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,1,,,4,design-token,negative #{$neg prefix}
$system-spacing-small-negative-#{$neg-prefix}-105,spacing-multiple(-1.5),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,105,,,4,design-token,negative #{$neg prefix}
$system-spacing-small-negative-#{$neg-prefix}-2,spacing-multiple(-2),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,2,,,4,design-token,negative #{$neg prefix}
$system-spacing-small-negative-#{$neg-prefix}-205,spacing-multiple(-2.5),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,205,,,4,design-token,negative #{$neg prefix}
$system-spacing-small-negative-#{$neg-prefix}-3,spacing-multiple(-3),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,small,,3,,,4,design-token,negative #{$neg prefix}
$system-spacing-medium-4,spacing-multiple(4),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,4,,,4,design-token,
$system-spacing-medium-5,spacing-multiple(5),packages/uswds-core/src/styles/tokens/units/spacing.scss,system,system,namespace.category.variant.scale,system,spacing,,,,,medium,,5,,,4,design-token,
